,column_code,dataset_name,column_name,business_entity_code
4162,enhancing-microsimulation-models-for-improved-work-zone-planning-car-following-data-from-w-fff48.road_type,enhancing-microsimulation-models-for-improved-work-zone-planning-car-following-data-from-w-fff48,road_type,
4163,enhancing-microsimulation-models-for-improved-work-zone-planning-car-following-data-from-w-fff48.congestion,enhancing-microsimulation-models-for-improved-work-zone-planning-car-following-data-from-w-fff48,congestion,
4164,enhancing-microsimulation-models-for-improved-work-zone-planning-car-following-data-from-w-fff48.speed_limit,enhancing-microsimulation-models-for-improved-work-zone-planning-car-following-data-from-w-fff48,speed_limit,
4165,enhancing-microsimulation-models-for-improved-work-zone-planning-car-following-data-from-w-fff48.rural_urban,enhancing-microsimulation-models-for-improved-work-zone-planning-car-following-data-from-w-fff48,rural_urban,
4166,enhancing-microsimulation-models-for-improved-work-zone-planning-car-following-data-from-w-fff48.num_lanes,enhancing-microsimulation-models-for-improved-work-zone-planning-car-following-data-from-w-fff48,num_lanes,
4167,enhancing-microsimulation-models-for-improved-work-zone-planning-car-following-data-from-w-fff48.current_lane,enhancing-microsimulation-models-for-improved-work-zone-planning-car-following-data-from-w-fff48,current_lane,
4168,enhancing-microsimulation-models-for-improved-work-zone-planning-car-following-data-from-w-fff48.signage,enhancing-microsimulation-models-for-improved-work-zone-planning-car-following-data-from-w-fff48,signage,
4169,enhancing-microsimulation-models-for-improved-work-zone-planning-car-following-data-from-w-fff48.wz_markers,enhancing-microsimulation-models-for-improved-work-zone-planning-car-following-data-from-w-fff48,wz_markers,
4170,enhancing-microsimulation-models-for-improved-work-zone-planning-car-following-data-from-w-fff48.wz_status,enhancing-microsimulation-models-for-improved-work-zone-planning-car-following-data-from-w-fff48,wz_status,
4171,enhancing-microsimulation-models-for-improved-work-zone-planning-car-following-data-from-w-fff48.wz_enforcement,enhancing-microsimulation-models-for-improved-work-zone-planning-car-following-data-from-w-fff48,wz_enforcement,
4172,interstate-exit.ID,interstate-exit,ID,Transportation-And-Infrastructure.Transportation.Road-Transportation.Road
4173,interstate-exit.INTERSTATE,interstate-exit,INTERSTATE,Transportation-And-Infrastructure.Transportation.Road-Transportation.Interstate
4174,interstate-exit.ENTRANCE / EXIT,interstate-exit,ENTRANCE / EXIT,Transportation-And-Infrastructure.Transportation.Road-Transportation.Entrance
4175,interstate-exit.INTERSTATE NAME,interstate-exit,INTERSTATE NAME,
4176,interstate-exit.INTERSTATE EXIT NO.,interstate-exit,INTERSTATE EXIT NO.,
4177,interstate-exit.CAD EXIT NO.,interstate-exit,CAD EXIT NO.,
4178,interstate-exit.INTERSTATE EXIT NAME,interstate-exit,INTERSTATE EXIT NAME,
4179,interstate-exit.GEOMETRY,interstate-exit,GEOMETRY,Transportation-And-Infrastructure.Infrastructure.GIS
4180,consumer-airfare-report-table-2-top-1000-city-pair-markets.tbl,consumer-airfare-report-table-2-top-1000-city-pair-markets,tbl,Aviation
4181,consumer-airfare-report-table-2-top-1000-city-pair-markets.Year,consumer-airfare-report-table-2-top-1000-city-pair-markets,Year,
4182,consumer-airfare-report-table-2-top-1000-city-pair-markets.quarter,consumer-airfare-report-table-2-top-1000-city-pair-markets,quarter,
4183,consumer-airfare-report-table-2-top-1000-city-pair-markets.citymarketid,consumer-airfare-report-table-2-top-1000-city-pair-markets,citymarketid,
4184,consumer-airfare-report-table-2-top-1000-city-pair-markets.city,consumer-airfare-report-table-2-top-1000-city-pair-markets,city,
4185,consumer-airfare-report-table-2-top-1000-city-pair-markets.markets,consumer-airfare-report-table-2-top-1000-city-pair-markets,markets,
4186,consumer-airfare-report-table-2-top-1000-city-pair-markets.cur_passengers,consumer-airfare-report-table-2-top-1000-city-pair-markets,cur_passengers,
4187,consumer-airfare-report-table-2-top-1000-city-pair-markets.cur_fare,consumer-airfare-report-table-2-top-1000-city-pair-markets,cur_fare,
4188,consumer-airfare-report-table-2-top-1000-city-pair-markets.cur_yield,consumer-airfare-report-table-2-top-1000-city-pair-markets,cur_yield,
4189,consumer-airfare-report-table-2-top-1000-city-pair-markets.distance,consumer-airfare-report-table-2-top-1000-city-pair-markets,distance,
4190,consumer-airfare-report-table-2-top-1000-city-pair-markets.ly_passengers,consumer-airfare-report-table-2-top-1000-city-pair-markets,ly_passengers,
4191,consumer-airfare-report-table-2-top-1000-city-pair-markets.ly_fare,consumer-airfare-report-table-2-top-1000-city-pair-markets,ly_fare,
4192,consumer-airfare-report-table-2-top-1000-city-pair-markets.ly_yield,consumer-airfare-report-table-2-top-1000-city-pair-markets,ly_yield,
4193,consumer-airfare-report-table-2-top-1000-city-pair-markets.ly_distance,consumer-airfare-report-table-2-top-1000-city-pair-markets,ly_distance,
4194,consumer-airfare-report-table-2-top-1000-city-pair-markets.Geocoded_City,consumer-airfare-report-table-2-top-1000-city-pair-markets,Geocoded_City,
4195,consumer-airfare-report-table-2-top-1000-city-pair-markets.tbl2pk,consumer-airfare-report-table-2-top-1000-city-pair-markets,tbl2pk,
4196,fruit-and-vegetable-consumption-in-california-residents-2012-2013-819a8.Year,fruit-and-vegetable-consumption-in-california-residents-2012-2013-819a8,Year,Health-And-Human-Services.Public-Health.Surveillance
4197,fruit-and-vegetable-consumption-in-california-residents-2012-2013-819a8.Age Group,fruit-and-vegetable-consumption-in-california-residents-2012-2013-819a8,Age Group,Health-And-Human-Services.Individual
4198,fruit-and-vegetable-consumption-in-california-residents-2012-2013-819a8.Category,fruit-and-vegetable-consumption-in-california-residents-2012-2013-819a8,Category,Health-And-Human-Services.Nutrition
4199,fruit-and-vegetable-consumption-in-california-residents-2012-2013-819a8.Type,fruit-and-vegetable-consumption-in-california-residents-2012-2013-819a8,Type,Health-And-Human-Services.Nutrition.Food-And-Beverages
4200,fruit-and-vegetable-consumption-in-california-residents-2012-2013-819a8.Five or more servings of fruits and vegetables (%),fruit-and-vegetable-consumption-in-california-residents-2012-2013-819a8,Five or more servings of fruits and vegetables (%),
4201,consumer-airfare-report-table-5-detailed-fare-information-for-highest-and-lowest-fare-mark.tbl,consumer-airfare-report-table-5-detailed-fare-information-for-highest-and-lowest-fare-mark,tbl,
4202,consumer-airfare-report-table-5-detailed-fare-information-for-highest-and-lowest-fare-mark.Year,consumer-airfare-report-table-5-detailed-fare-information-for-highest-and-lowest-fare-mark,Year,
4203,consumer-airfare-report-table-5-detailed-fare-information-for-highest-and-lowest-fare-mark.quarter,consumer-airfare-report-table-5-detailed-fare-information-for-highest-and-lowest-fare-mark,quarter,
4204,consumer-airfare-report-table-5-detailed-fare-information-for-highest-and-lowest-fare-mark.mkt_fare,consumer-airfare-report-table-5-detailed-fare-information-for-highest-and-lowest-fare-mark,mkt_fare,
4205,consumer-airfare-report-table-5-detailed-fare-information-for-highest-and-lowest-fare-mark.citymarketid_1,consumer-airfare-report-table-5-detailed-fare-information-for-highest-and-lowest-fare-mark,citymarketid_1,
4206,consumer-airfare-report-table-5-detailed-fare-information-for-highest-and-lowest-fare-mark.citymarketid_2,consumer-airfare-report-table-5-detailed-fare-information-for-highest-and-lowest-fare-mark,citymarketid_2,
4207,consumer-airfare-report-table-5-detailed-fare-information-for-highest-and-lowest-fare-mark.city1,consumer-airfare-report-table-5-detailed-fare-information-for-highest-and-lowest-fare-mark,city1,
4208,consumer-airfare-report-table-5-detailed-fare-information-for-highest-and-lowest-fare-mark.city2,consumer-airfare-report-table-5-detailed-fare-information-for-highest-and-lowest-fare-mark,city2,
4209,consumer-airfare-report-table-5-detailed-fare-information-for-highest-and-lowest-fare-mark.carairlineid,consumer-airfare-report-table-5-detailed-fare-information-for-highest-and-lowest-fare-mark,carairlineid,
4210,consumer-airfare-report-table-5-detailed-fare-information-for-highest-and-lowest-fare-mark.car,consumer-airfare-report-table-5-detailed-fare-information-for-highest-and-lowest-fare-mark,car,
4211,consumer-airfare-report-table-5-detailed-fare-information-for-highest-and-lowest-fare-mark.carpax,consumer-airfare-report-table-5-detailed-fare-information-for-highest-and-lowest-fare-mark,carpax,
4212,consumer-airfare-report-table-5-detailed-fare-information-for-highest-and-lowest-fare-mark.carpaxshare,consumer-airfare-report-table-5-detailed-fare-information-for-highest-and-lowest-fare-mark,carpaxshare,
4213,consumer-airfare-report-table-5-detailed-fare-information-for-highest-and-lowest-fare-mark.caravgfare,consumer-airfare-report-table-5-detailed-fare-information-for-highest-and-lowest-fare-mark,caravgfare,
4214,consumer-airfare-report-table-5-detailed-fare-information-for-highest-and-lowest-fare-mark.fareinc_min,consumer-airfare-report-table-5-detailed-fare-information-for-highest-and-lowest-fare-mark,fareinc_min,
4215,consumer-airfare-report-table-5-detailed-fare-information-for-highest-and-lowest-fare-mark.fareinc_minpaxsh,consumer-airfare-report-table-5-detailed-fare-information-for-highest-and-lowest-fare-mark,fareinc_minpaxsh,
4216,consumer-airfare-report-table-5-detailed-fare-information-for-highest-and-lowest-fare-mark.fareinc_max,consumer-airfare-report-table-5-detailed-fare-information-for-highest-and-lowest-fare-mark,fareinc_max,
4217,consumer-airfare-report-table-5-detailed-fare-information-for-highest-and-lowest-fare-mark.fare_inc_maxpaxsh,consumer-airfare-report-table-5-detailed-fare-information-for-highest-and-lowest-fare-mark,fare_inc_maxpaxsh,
4218,consumer-airfare-report-table-5-detailed-fare-information-for-highest-and-lowest-fare-mark.fare_inc_x3paxsh,consumer-airfare-report-table-5-detailed-fare-information-for-highest-and-lowest-fare-mark,fare_inc_x3paxsh,
4219,consumer-airfare-report-table-5-detailed-fare-information-for-highest-and-lowest-fare-mark.Geocoded_City1,consumer-airfare-report-table-5-detailed-fare-information-for-highest-and-lowest-fare-mark,Geocoded_City1,
4220,consumer-airfare-report-table-5-detailed-fare-information-for-highest-and-lowest-fare-mark.Geocoded_City2,consumer-airfare-report-table-5-detailed-fare-information-for-highest-and-lowest-fare-mark,Geocoded_City2,
4221,consumer-airfare-report-table-5-detailed-fare-information-for-highest-and-lowest-fare-mark.tbl5pk,consumer-airfare-report-table-5-detailed-fare-information-for-highest-and-lowest-fare-mark,tbl5pk,
4222,acdbe-dbe-certified-businesses-by-the-department-of-equity-and-inclusion-dei._id,acdbe-dbe-certified-businesses-by-the-department-of-equity-and-inclusion-dei,_id,Social-Services.Older-Adult-Services.Department-For-The-Aging.Provider.Provider-Name
4223,acdbe-dbe-certified-businesses-by-the-department-of-equity-and-inclusion-dei.certification_type,acdbe-dbe-certified-businesses-by-the-department-of-equity-and-inclusion-dei,certification_type,
4224,acdbe-dbe-certified-businesses-by-the-department-of-equity-and-inclusion-dei.firm_name,acdbe-dbe-certified-businesses-by-the-department-of-equity-and-inclusion-dei,firm_name,Social-Services.Older-Adult-Services.Department-For-The-Aging.Provider.Provider-Name
4225,acdbe-dbe-certified-businesses-by-the-department-of-equity-and-inclusion-dei.owners,acdbe-dbe-certified-businesses-by-the-department-of-equity-and-inclusion-dei,owners,
4226,acdbe-dbe-certified-businesses-by-the-department-of-equity-and-inclusion-dei.work_description,acdbe-dbe-certified-businesses-by-the-department-of-equity-and-inclusion-dei,work_description,
4227,acdbe-dbe-certified-businesses-by-the-department-of-equity-and-inclusion-dei.naics_codes,acdbe-dbe-certified-businesses-by-the-department-of-equity-and-inclusion-dei,naics_codes,
4228,acdbe-dbe-certified-businesses-by-the-department-of-equity-and-inclusion-dei.physical_address,acdbe-dbe-certified-businesses-by-the-department-of-equity-and-inclusion-dei,physical_address,Social-Services.Older-Adult-Services.Department-For-The-Aging.Senior-Centers.Older-Adult-Centers.Program-Address
4229,acdbe-dbe-certified-businesses-by-the-department-of-equity-and-inclusion-dei.mailing_address,acdbe-dbe-certified-businesses-by-the-department-of-equity-and-inclusion-dei,mailing_address,
4230,acdbe-dbe-certified-businesses-by-the-department-of-equity-and-inclusion-dei.phone_number,acdbe-dbe-certified-businesses-by-the-department-of-equity-and-inclusion-dei,phone_number,Social-Services.Older-Adult-Services.Department-For-The-Aging.Senior-Centers.Congregate-Meals.Program-Phone
4231,acdbe-dbe-certified-businesses-by-the-department-of-equity-and-inclusion-dei.fax_number,acdbe-dbe-certified-businesses-by-the-department-of-equity-and-inclusion-dei,fax_number,
4232,acdbe-dbe-certified-businesses-by-the-department-of-equity-and-inclusion-dei.email_address,acdbe-dbe-certified-businesses-by-the-department-of-equity-and-inclusion-dei,email_address,
4233,acdbe-dbe-certified-businesses-by-the-department-of-equity-and-inclusion-dei.website,acdbe-dbe-certified-businesses-by-the-department-of-equity-and-inclusion-dei,website,
4234,ladot-parking-meter-occupancy.SpaceID,ladot-parking-meter-occupancy,SpaceID,
4235,ladot-parking-meter-occupancy.EventTime_UTC,ladot-parking-meter-occupancy,EventTime_UTC,Transportation.Waiting-Time.Delay
4236,ladot-parking-meter-occupancy.OccupancyState,ladot-parking-meter-occupancy,OccupancyState,Transportation.Public-Transportation.Mass-Transit.Routes
4237,electric-fuel-corridor-groups-march-2024-4f222.OBJECTID,electric-fuel-corridor-groups-march-2024-4f222,OBJECTID,
4238,electric-fuel-corridor-groups-march-2024-4f222.Corridor_Segment,electric-fuel-corridor-groups-march-2024-4f222,Corridor_Segment,
4239,electric-fuel-corridor-groups-march-2024-4f222.Corridor_Group,electric-fuel-corridor-groups-march-2024-4f222,Corridor_Group,
4240,electric-fuel-corridor-groups-march-2024-4f222.Alternative_Fuel_Corridor,electric-fuel-corridor-groups-march-2024-4f222,Alternative_Fuel_Corridor,
4241,electric-fuel-corridor-groups-march-2024-4f222.Minimum_Sites,electric-fuel-corridor-groups-march-2024-4f222,Minimum_Sites,
4242,electric-fuel-corridor-groups-march-2024-4f222.Chargers_Required,electric-fuel-corridor-groups-march-2024-4f222,Chargers_Required,
4243,electric-fuel-corridor-groups-march-2024-4f222.Required_Sites,electric-fuel-corridor-groups-march-2024-4f222,Required_Sites,
4244,electric-fuel-corridor-groups-march-2024-4f222.Additional_Notes,electric-fuel-corridor-groups-march-2024-4f222,Additional_Notes,
4245,electric-fuel-corridor-groups-march-2024-4f222.Shape__Length,electric-fuel-corridor-groups-march-2024-4f222,Shape__Length,
4246,blm-natl-recreation-site-polygons-7f4a2.OBJECTID,blm-natl-recreation-site-polygons-7f4a2,OBJECTID,Geospatial.GIS.GIS-Database.Data-Layers
4247,blm-natl-recreation-site-polygons-7f4a2.Feature Type,blm-natl-recreation-site-polygons-7f4a2,Feature Type,Geospatial.Transportation-Network
4248,blm-natl-recreation-site-polygons-7f4a2.Feature Subtype,blm-natl-recreation-site-polygons-7f4a2,Feature Subtype,
4249,blm-natl-recreation-site-polygons-7f4a2.Feature Name,blm-natl-recreation-site-polygons-7f4a2,Feature Name,Geospatial.Location
4250,blm-natl-recreation-site-polygons-7f4a2.Administrative Unit Code,blm-natl-recreation-site-polygons-7f4a2,Administrative Unit Code,Geospatial.Location.ZIP
4251,blm-natl-recreation-site-polygons-7f4a2.Administrative State,blm-natl-recreation-site-polygons-7f4a2,Administrative State,Geospatial.Location.Address
4252,blm-natl-recreation-site-polygons-7f4a2.GIS_ACRES,blm-natl-recreation-site-polygons-7f4a2,GIS_ACRES,Geospatial.GIS.GIS-Operations.Data-Management.Open-Data
4253,blm-natl-recreation-site-polygons-7f4a2.QC Reviewer Name,blm-natl-recreation-site-polygons-7f4a2,QC Reviewer Name,Geospatial.GIS.GIS-Operations.Data-Management
4254,blm-natl-recreation-site-polygons-7f4a2.QC Review Date,blm-natl-recreation-site-polygons-7f4a2,QC Review Date,Geospatial.GIS.GIS-Operations.Data-Management
4255,blm-natl-recreation-site-polygons-7f4a2.QC Delete Feature Flag,blm-natl-recreation-site-polygons-7f4a2,QC Delete Feature Flag,Geospatial.GIS.GIS-Operations.Data-Management
4256,blm-natl-recreation-site-polygons-7f4a2.QC Comments,blm-natl-recreation-site-polygons-7f4a2,QC Comments,Geospatial.GIS.GIS-Operations.Data-Management
4257,blm-natl-recreation-site-polygons-7f4a2.Data Source,blm-natl-recreation-site-polygons-7f4a2,Data Source,Geospatial.GIS.GIS-Database
4258,blm-natl-recreation-site-polygons-7f4a2.Original Feature Type from State Data,blm-natl-recreation-site-polygons-7f4a2,Original Feature Type from State Data,Geospatial.Transportation-Network
4259,blm-natl-recreation-site-polygons-7f4a2.DESCRIPTION,blm-natl-recreation-site-polygons-7f4a2,DESCRIPTION,Geospatial.GIS.GIS-Database.Data-Layers
4260,blm-natl-recreation-site-polygons-7f4a2.WEB_LINK,blm-natl-recreation-site-polygons-7f4a2,WEB_LINK,Geospatial.GIS.GIS-Database.Data-Layers
4261,blm-natl-recreation-site-polygons-7f4a2.PHOTO_LINK,blm-natl-recreation-site-polygons-7f4a2,PHOTO_LINK,Geospatial.GIS.GIS-Database.Data-Layers
4262,blm-natl-recreation-site-polygons-7f4a2.created_user,blm-natl-recreation-site-polygons-7f4a2,created_user,Geospatial.GIS.GIS-Database.Data-Layers
4263,blm-natl-recreation-site-polygons-7f4a2.created_date,blm-natl-recreation-site-polygons-7f4a2,created_date,Geospatial.GIS.GIS-Database.Data-Layers
4264,blm-natl-recreation-site-polygons-7f4a2.last_edited_user,blm-natl-recreation-site-polygons-7f4a2,last_edited_user,Geospatial.GIS.GIS-Database.Data-Layers
4265,blm-natl-recreation-site-polygons-7f4a2.last_edited_date,blm-natl-recreation-site-polygons-7f4a2,last_edited_date,Geospatial.GIS.GIS-Database.Data-Layers
4266,blm-natl-recreation-site-polygons-7f4a2.UNIT_NAME,blm-natl-recreation-site-polygons-7f4a2,UNIT_NAME,Geospatial.GIS.GIS-Database.Data-Layers
4267,blm-natl-recreation-site-polygons-7f4a2.SOURCE,blm-natl-recreation-site-polygons-7f4a2,SOURCE,Geospatial.GIS.GIS-Database.Data-Layers
4268,blm-natl-recreation-site-polygons-7f4a2.WEB_DISPLAY,blm-natl-recreation-site-polygons-7f4a2,WEB_DISPLAY,Geospatial.GIS.GIS-Database.Data-Layers
4269,blm-natl-recreation-site-polygons-7f4a2.PHOTO_THUMB,blm-natl-recreation-site-polygons-7f4a2,PHOTO_THUMB,Geospatial.GIS.GIS-Database.Data-Layers
4270,blm-natl-recreation-site-polygons-7f4a2.GlobalID,blm-natl-recreation-site-polygons-7f4a2,GlobalID,Geospatial.GIS.GIS-Database.Data-Layers
4271,blm-natl-recreation-site-polygons-7f4a2.Original_GlobalID,blm-natl-recreation-site-polygons-7f4a2,Original_GlobalID,Geospatial.GIS.GIS-Database.Data-Layers
4272,blm-natl-recreation-site-polygons-7f4a2.Shape__Area,blm-natl-recreation-site-polygons-7f4a2,Shape__Area,Geospatial.GIS.GIS-Operations.Data-Management.Open-Data
4273,blm-natl-recreation-site-polygons-7f4a2.Shape__Length,blm-natl-recreation-site-polygons-7f4a2,Shape__Length,Geospatial.GIS.GIS-Operations.Data-Management.Open-Data
4274,traffic-crashes-people.PERSON_ID,traffic-crashes-people,PERSON_ID,
4275,traffic-crashes-people.PERSON_TYPE,traffic-crashes-people,PERSON_TYPE,
4276,traffic-crashes-people.CRASH_RECORD_ID,traffic-crashes-people,CRASH_RECORD_ID,
4277,traffic-crashes-people.VEHICLE_ID,traffic-crashes-people,VEHICLE_ID,
4278,traffic-crashes-people.CRASH_DATE,traffic-crashes-people,CRASH_DATE,
4279,traffic-crashes-people.SEAT_NO,traffic-crashes-people,SEAT_NO,
4280,traffic-crashes-people.CITY,traffic-crashes-people,CITY,
4281,traffic-crashes-people.STATE,traffic-crashes-people,STATE,
4282,traffic-crashes-people.ZIPCODE,traffic-crashes-people,ZIPCODE,
4283,traffic-crashes-people.SEX,traffic-crashes-people,SEX,
4284,traffic-crashes-people.AGE,traffic-crashes-people,AGE,
4285,traffic-crashes-people.DRIVERS_LICENSE_STATE,traffic-crashes-people,DRIVERS_LICENSE_STATE,
4286,traffic-crashes-people.DRIVERS_LICENSE_CLASS,traffic-crashes-people,DRIVERS_LICENSE_CLASS,
4287,traffic-crashes-people.SAFETY_EQUIPMENT,traffic-crashes-people,SAFETY_EQUIPMENT,
4288,traffic-crashes-people.AIRBAG_DEPLOYED,traffic-crashes-people,AIRBAG_DEPLOYED,
4289,traffic-crashes-people.EJECTION,traffic-crashes-people,EJECTION,
4290,traffic-crashes-people.INJURY_CLASSIFICATION,traffic-crashes-people,INJURY_CLASSIFICATION,
4291,traffic-crashes-people.HOSPITAL,traffic-crashes-people,HOSPITAL,
4292,traffic-crashes-people.EMS_AGENCY,traffic-crashes-people,EMS_AGENCY,
4293,traffic-crashes-people.EMS_RUN_NO,traffic-crashes-people,EMS_RUN_NO,
4294,traffic-crashes-people.DRIVER_ACTION,traffic-crashes-people,DRIVER_ACTION,
4295,traffic-crashes-people.DRIVER_VISION,traffic-crashes-people,DRIVER_VISION,
4296,traffic-crashes-people.PHYSICAL_CONDITION,traffic-crashes-people,PHYSICAL_CONDITION,
4297,traffic-crashes-people.PEDPEDAL_ACTION,traffic-crashes-people,PEDPEDAL_ACTION,
4298,traffic-crashes-people.PEDPEDAL_VISIBILITY,traffic-crashes-people,PEDPEDAL_VISIBILITY,
4299,traffic-crashes-people.PEDPEDAL_LOCATION,traffic-crashes-people,PEDPEDAL_LOCATION,
4300,traffic-crashes-people.BAC_RESULT,traffic-crashes-people,BAC_RESULT,
4301,traffic-crashes-people.BAC_RESULT VALUE,traffic-crashes-people,BAC_RESULT VALUE,
4302,traffic-crashes-people.CELL_PHONE_USE,traffic-crashes-people,CELL_PHONE_USE,
4303,early-model-based-provisional-estimates-of-drug-overdose-suicide-and-transportation-relate-b35b2.Week Ending Date,early-model-based-provisional-estimates-of-drug-overdose-suicide-and-transportation-relate-b35b2,Week Ending Date,NCHS.Health-Statistics.Mortality-Statistics.Weekly-Mortality-Report
4304,early-model-based-provisional-estimates-of-drug-overdose-suicide-and-transportation-relate-b35b2.State,early-model-based-provisional-estimates-of-drug-overdose-suicide-and-transportation-relate-b35b2,State,NCHS.Health-Statistics.State-Health-Department
4305,early-model-based-provisional-estimates-of-drug-overdose-suicide-and-transportation-relate-b35b2.State Abbreviation,early-model-based-provisional-estimates-of-drug-overdose-suicide-and-transportation-relate-b35b2,State Abbreviation,NCHS.Health-Statistics.State-Health-Department
4306,early-model-based-provisional-estimates-of-drug-overdose-suicide-and-transportation-relate-b35b2.Median Number,early-model-based-provisional-estimates-of-drug-overdose-suicide-and-transportation-relate-b35b2,Median Number,NCHS.Health-Statistics.Mortality-Statistics.Weekly-Mortality-Report
4307,early-model-based-provisional-estimates-of-drug-overdose-suicide-and-transportation-relate-b35b2.Lower Bound,early-model-based-provisional-estimates-of-drug-overdose-suicide-and-transportation-relate-b35b2,Lower Bound,NCHS.Health-Statistics.Mortality-Statistics.Weekly-Mortality-Report
4308,early-model-based-provisional-estimates-of-drug-overdose-suicide-and-transportation-relate-b35b2.Upper Bound,early-model-based-provisional-estimates-of-drug-overdose-suicide-and-transportation-relate-b35b2,Upper Bound,NCHS.Health-Statistics.Mortality-Statistics.Weekly-Mortality-Report
4309,early-model-based-provisional-estimates-of-drug-overdose-suicide-and-transportation-relate-b35b2.Outcome,early-model-based-provisional-estimates-of-drug-overdose-suicide-and-transportation-relate-b35b2,Outcome,NCHS.Health-Statistics.Mortality-Statistics.Weekly-Mortality-Report
4310,early-model-based-provisional-estimates-of-drug-overdose-suicide-and-transportation-relate-b35b2.MMWR Year,early-model-based-provisional-estimates-of-drug-overdose-suicide-and-transportation-relate-b35b2,MMWR Year,NCHS.Health-Statistics.Mortality-Statistics.Weekly-Mortality-Report
4311,early-model-based-provisional-estimates-of-drug-overdose-suicide-and-transportation-relate-b35b2.MMWR Week,early-model-based-provisional-estimates-of-drug-overdose-suicide-and-transportation-relate-b35b2,MMWR Week,NCHS.Health-Statistics.Mortality-Statistics.Weekly-Mortality-Report
4312,early-model-based-provisional-estimates-of-drug-overdose-suicide-and-transportation-relate-b35b2.Rolling 4-Week Mean,early-model-based-provisional-estimates-of-drug-overdose-suicide-and-transportation-relate-b35b2,Rolling 4-Week Mean,NCHS.Health-Statistics.Mortality-Statistics.Weekly-Mortality-Report
4313,early-model-based-provisional-estimates-of-drug-overdose-suicide-and-transportation-relate-b35b2.Rolling 4-Week Lower,early-model-based-provisional-estimates-of-drug-overdose-suicide-and-transportation-relate-b35b2,Rolling 4-Week Lower,NCHS.Health-Statistics.Mortality-Statistics.Weekly-Mortality-Report
4314,early-model-based-provisional-estimates-of-drug-overdose-suicide-and-transportation-relate-b35b2.Rolling 4-Week Upper,early-model-based-provisional-estimates-of-drug-overdose-suicide-and-transportation-relate-b35b2,Rolling 4-Week Upper,NCHS.Health-Statistics.Mortality-Statistics.Weekly-Mortality-Report
4315,early-model-based-provisional-estimates-of-drug-overdose-suicide-and-transportation-relate-b35b2.AnalysisDate,early-model-based-provisional-estimates-of-drug-overdose-suicide-and-transportation-relate-b35b2,AnalysisDate,NCHS.Health-Statistics.Mortality-Statistics.Weekly-Mortality-Report
4316,vehicle-registration-summary.Transaction Count,vehicle-registration-summary,Transaction Count,
4317,vehicle-registration-summary.Calendar Year,vehicle-registration-summary,Calendar Year,
4318,vehicle-registration-summary.Fiscal Year,vehicle-registration-summary,Fiscal Year,
4319,vehicle-registration-summary.Transaction Type,vehicle-registration-summary,Transaction Type,
4320,vehicle-registration-summary.Vehicle Primary Use,vehicle-registration-summary,Vehicle Primary Use,
4321,vehicle-registration-summary.Vehicle Type,vehicle-registration-summary,Vehicle Type,
4322,vehicle-registration-summary.Gross Vehicle Weight Rating Class,vehicle-registration-summary,Gross Vehicle Weight Rating Class,
4323,vehicle-registration-summary.Gross Vehicle Weight Rating Range (Pounds),vehicle-registration-summary,Gross Vehicle Weight Rating Range (Pounds),
4324,vehicle-registration-summary.Electrification Level,vehicle-registration-summary,Electrification Level,
4325,vehicle-registration-summary.County,vehicle-registration-summary,County,
4326,vehicle-registration-summary.State,vehicle-registration-summary,State,
4327,vehicle-registration-summary.Transportation Count,vehicle-registration-summary,Transportation Count,
4328,vehicle-registration-summary.Year,vehicle-registration-summary,Year,
4329,vehicle-registration-summary.Transaction,vehicle-registration-summary,Transaction,
4330,vehicle-registration-summary.Transportation Type,vehicle-registration-summary,Transportation Type,
4331,vehicle-registration-summary.Vehicle Use,vehicle-registration-summary,Vehicle Use,
4332,vehicle-registration-summary.Vehicle,vehicle-registration-summary,Vehicle,
4333,vehicle-registration-summary.Weight Rating,vehicle-registration-summary,Weight Rating,
4334,vehicle-registration-summary.Weight Rating Range,vehicle-registration-summary,Weight Rating Range,
4335,vehicle-registration-summary.Electrification,vehicle-registration-summary,Electrification,
4336,vehicle-registration-summary.Location,vehicle-registration-summary,Location,
4337,vehicle-registration-summary.Waiting Time,vehicle-registration-summary,Waiting Time,
4338,vehicle-registration-summary.Delay,vehicle-registration-summary,Delay,
4339,vehicle-registration-summary.Resurfacing,vehicle-registration-summary,Resurfacing,
4340,vehicle-registration-summary.Jurisdiction,vehicle-registration-summary,Jurisdiction,
4341,vehicle-registration-summary.Permits,vehicle-registration-summary,Permits,
4342,vehicle-registration-summary.Regulations,vehicle-registration-summary,Regulations,
4343,vehicle-registration-summary.Green Report,vehicle-registration-summary,Green Report,
4344,vehicle-registration-summary.Clean Energy,vehicle-registration-summary,Clean Energy,
4345,vehicle-registration-summary.Fee Distribution,vehicle-registration-summary,Fee Distribution,
4346,capital-district-transportation-authority-cdta-annual-reports-beginning-2007.Fiscal Year,capital-district-transportation-authority-cdta-annual-reports-beginning-2007,Fiscal Year,Transportation.Jurisdiction.Regulations
4347,capital-district-transportation-authority-cdta-annual-reports-beginning-2007.Number of Employees,capital-district-transportation-authority-cdta-annual-reports-beginning-2007,Number of Employees,Transportation.Personal-Transportation.Registration
4348,capital-district-transportation-authority-cdta-annual-reports-beginning-2007.Number of Vehicles,capital-district-transportation-authority-cdta-annual-reports-beginning-2007,Number of Vehicles,Transportation.Personal-Transportation.Vehicle
