,Reporting Railroad Code,Reporting Railroad Name,Year,Accident Number,PDF Link,Accident Year,Accident Month,Other Railroad Code,Other Railroad Name,Other Accident Number,Other Accident Year,Other Accident Month,Maintenance Railroad Code,Maintenance Railroad Name,Maintenance Accident Number,Maintenance Accident Year,Maintenance Accident Month,Grade Crossing ID,Day,Date,Time,Accident Type Code,Accident Type,Hazmat Cars,Hazmat Cars Damaged,Hazmat Released Cars,Persons Evacuated,Subdivision,Division Code,Division,Station,Milepost,State Code,State Abbreviation,State Name,County Code,County Name,District,Temperature,Visibility Code,Visibility,Weather Condition Code,Weather Condition,Track Type Code,Track Type,Track Name,Track Class,Track Density,Train Direction Code,Train Direction,Equipment Type Code,Equipment Type,Equipment Attended,Train Number,Train Speed,Recorded Estimated Speed,Maximum Speed,Gross Tonnage,Signalization Code,Signalization,Method of Operation Code,Method of Operation,Adjunct Code 1,Adjunct Name 1,Adjunct Code 2,Adjunct Name 2,Adjunct Code 3,Adjunct Name 3,Remote Control Locomotive Code,Remote Control Locomotive,First Car Initials,First Car Number,First Car Position,First Car Loaded,Causing Car Initials,Causing Car Number,Causing Car Position,Causing Car Loaded,Positive Alcohol Tests,Positive Drug Tests,Passengers Transported,Head End Locomotives,Mid Train Manual Locomotives,Mid Train Remote Locomotives,Rear End Manual Locomotives,Rear End Remote Locomotives,Derailed Head End Locomotives,Derailed Mid Train Manual Locomotives,Derailed Mid Train Remote Locomotives,Derailed Rear End Manual Locomotives,Derailed Rear End Remote Locomotives,Loaded Freight Cars,Loaded Passenger Cars,Empty Freight Cars,Empty Passenger Cars,Cabooses,Derailed Loaded Freight Cars,Derailed Loaded Passenger Cars,Derailed Empty Freight Cars,Derailed Empty Passenger Cars,Derailed Cabooses,Equipment Damage Cost,Track Damage Cost,Total Damage Cost,Primary Accident Cause Code,Primary Accident Cause,Contributing Accident Cause Code,Contributing Accident Cause,Accident Cause Code,Accident Cause,Engineers On Duty,Firemen On Duty,Conductors On Duty,Brakemen On Duty,Hours Engineers On Duty,Minutes Engineers On Duty,Hours Conductors On Duty,Minutes Conductors On Duty,Railroad Employees Killed,Railroad Employees Injured,Passengers Killed,Passengers Injured,Others Killed,Others Injured,Reporting Railroad Fatalities for 55a,Reporting Railroad Injuries for 55a,Total Persons Killed,Total Persons Injured,Total Killed Form 54,Total Injured Form 54,Special Study 1,Special Study 2,Latitude,Longitude,Narrative,Joint Track Type,Joint Track Class,Class Code,Class,Joint CD,Incident Key,Report Key,Reporting Railroad Company Grouping,Reporting Railroad Class,Reporting Railroad SMT Grouping,Reporting Parent Railroad Code,Reporting Parent Railroad Name,Reporting Railroad Holding Company,Other Railroad Company Grouping,Other Railroad Class,Other Railroad SMT Grouping,Other Parent Railroad Code,Other Parent Railroad Name,Other Railroad Holding Company,Maintenance Railroad Company Grouping,Maintenance Railroad Class,Maintenance Railroad SMT Grouping,Maintenance Parent Railroad Code,Maintenance Parent Railroad Name,Maintenance Railroad Holding Company,Location
69,CO,COLORADO,1976,ATC204,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=COATC20419760516,76,5,,,,,,CO,COLORADO,ATC204,76,5,,16,05/16/1976,5:45 PM,3,Rear end collision,0,0,0,0,,OHIO,OHIO,PRESQUE ISLE DOCKS,118,39,OH,OHIO,95.0,LUCAS,2,70,2,Day,2,Cloudy,2.0,Yard,52,,,3.0,East,7.0,Yard/switching,Yes,6048,1,Estimated,1,6430,,,N,,,,,,,,,,CO,155601.0,1.0,Yes,,,,,,,No,0,0,0,2,0,0,0,0,0,0,78,0,0,0,0,2,0,0,0,0,300,1700,2000,H301,Car(s) shoved out and left out of clear,,,H301,Car(s) shoved out and left out of clear,1.0,0.0,1.0,2.0,2.0,45.0,2.0,45.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Yard,0,1L,1L,3,COATC204197605,COATC204197605,,,,CO,COLORADO,Not Assigned,,,,,,,,,,CO,COLORADO,Not Assigned,
70,CO,COLORADO,1978,ARI006,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=COARI00619780117,78,1,,,,,,CO,COLORADO,ARI006,78,1,,17,01/17/1978,9:40 AM,1,Derailment,0,0,0,0,,VIRGIN,VIRGINIA,RICHMOND,83,51,VA,VIRGINIA,127.0,NEW KENT,2,35,2,Day,3,Rain,2.0,Yard,9,1,,,,8.0,Light loco(s),,5879,0,,5,0,,,N,,,,,,,,,,ENGI,5879.0,1.0,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,16900,H503,"Buffing or slack action excessive, train handling",,,H503,"Buffing or slack action excessive, train handling",,,,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Yard,1,1L,1L,1,COARI006197801,COARI006197801,,,,CO,COLORADO,Not Assigned,,,,,,,,,,CO,COLORADO,Not Assigned,
71,CO,COLORADO,1978,AWV067,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=COAWV06719780207,78,2,,,,,,CO,COLORADO,AWV067,78,2,,7,02/07/1978,9:00 AM,1,Derailment,0,0,0,0,,WVIRGI,WEST VIRGINIA,RUSSELL,524,21,KY,KENTUCKY,89.0,GREENUP,3,5,2,Day,1,Clear,2.0,Yard,YARD LEAD,,,4.0,West,7.0,Yard/switching,Yes,7308,2,Estimated,2,12900,,,N,,,,,,,,,,CO,147891.0,116.0,Yes,CO,347964.0,115.0,Yes,,,No,3,0,0,0,0,0,0,0,0,0,129,0,0,0,0,3,0,0,0,0,17750,1000,18750,E21C,Center sill broken or bent,,,E21C,Center sill broken or bent,1.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Yard,0,1L,1L,1,COAWV067197802,COAWV067197802,,,,CO,COLORADO,Not Assigned,,,,,,,,,,CO,COLORADO,Not Assigned,
72,LA,LOUISIANA,1978,316984,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=LA31698419780223,78,2,,,,,,LA,LOUISIANA,316984,78,2,,23,02/23/1978,8:00 PM,1,Derailment,0,0,0,0,,SYSTEM,BATON ROUGE SUBDIV,BATON ROUGE,787,22,LA,LOUISIANA,33.0,EAST BATON ROUGE,5,50,4,Dark,1,Clear,2.0,Yard,TRACK NO 1,1,,,,6.0,Cut of cars,,,0,,3,0,,,N,,,,,,,,,,KCS,303046.0,,Yes,,,,,,,No,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10900,0,24900,T217,Mismatched rail-head contour,,,T217,Mismatched rail-head contour,,,,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Yard,1,1L,1L,1,LA316984197802,LA316984197802,,,,LA,LOUISIANA,Not Assigned,,,,,,,,,,LA,LOUISIANA,Not Assigned,
73,CO,COLORADO,1978,AWV862,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=COAWV86219781021,78,10,,,,,,CO,COLORADO,AWV862,78,10,,21,10/21/1978,6:45 PM,3,Rear end collision,0,0,0,0,,WVIRGI,WEST VIRGINIA,ASHLAND,520,21,KY,KENTUCKY,19.0,BOYD,3,60,2,Day,1,Clear,2.0,Yard,YARD,,,,,6.0,Cut of cars,No,STAN,0,,3,0,,,N,,,,,,,,,,BO,357183.0,1.0,Yes,,,,,,,No,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,420,0,3420,H704,Switch previously run through,,,H704,Switch previously run through,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Yard,0,1L,1L,3,COAWV862197810,COAWV862197810,,,,CO,COLORADO,Not Assigned,,,,,,,,,,CO,COLORADO,Not Assigned,
74,CR,Conrail,1978,0830001,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CR083000119781115,78,11,,,,,,CR,Conrail,0830001,78,11,,15,11/15/1978,7:15 PM,1,Derailment,0,0,0,0,,SOWEST,SOUTHWEST,HAWTHORNE YARD,,18,IN,INDIANA,97.0,MARION,4,43,4,Dark,2,Cloudy,2.0,Yard,417 HAWTHORNE,1,,,,6.0,Cut of cars,,,0,,3,0,,,N,,,,,,,,,,NW,281626.0,,No,,,,,,,No,0,0,0,0,0,0,0,0,0,0,3,0,64,0,0,0,0,3,0,0,100,0,5500,T110,Wide gage (due to defective or missing crossties),,,T110,Wide gage (due to defective or missing crossties),,,,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Yard,1,1L,1L,3,CR0830001197811,CR0830001197811,,Class 3,,CRSH,Consolidated Rail Corporation,Not Assigned,,,,,,,,Class 3,,CRSH,Consolidated Rail Corporation,Not Assigned,
75,CR,Conrail,1977,0110002,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CR011000219770227,77,2,,,,,,CR,Conrail,0110002,77,2,,27,02/27/1977,6:45 AM,1,Derailment,0,0,0,0,,NEWJER,NEW JERSEY,ALSEN,106.0,34,NJ,NEW JERSEY,39.0,UNION,1,35,1,Dawn,2,Cloudy,1.0,Main,SINGLE MAIN TRACK,2,3.5,2.0,South,1.0,Freight Train,Yes,6,10,Estimated,10,9000,,,G,,,,,,,,,,PRR,674239.0,76.0,Yes,PRR,674239.0,76.0,Yes,,,No,5,0,0,0,0,0,0,0,0,0,84,0,0,0,1,1,0,0,0,0,800,4500,5300,E61C,Broken rim,,,E61C,Broken rim,1.0,0.0,1.0,2.0,3.0,15.0,3.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Main,2,1L,1L,1,CR0110002197702,CR0110002197702,,Class 3,,CRSH,Consolidated Rail Corporation,Not Assigned,,,,,,,,Class 3,,CRSH,Consolidated Rail Corporation,Not Assigned,
76,LA,LOUISIANA,1977,311665,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=LA31166519770819,77,8,,,,,,LA,LOUISIANA,311665,77,8,,19,08/19/1977,9:50 PM,1,Derailment,0,0,0,0,,SYSTEM,BATON ROUGE SUBDIV,BATON ROUGE,788,22,LA,LOUISIANA,33.0,EAST BATON ROUGE,5,80,4,Dark,2,Cloudy,2.0,Yard,YARD TRACK NO 6,1,,,,5.0,Single Car,,,0,,5,0,,,N,,,,,,,,,,UTLX,86100.0,,No,IC,1875.0,11.0,Yes,,,No,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,300,0,6000,E64C,Worn flange,,,E64C,Worn flange,,,,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Yard,1,2,2,1,LA311665197708,LA311665197708,,,,LA,LOUISIANA,Not Assigned,,,,,,,,,,LA,LOUISIANA,Not Assigned,
77,LA,LOUISIANA,1975,305980,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=LA30598019751102,75,11,,,,,,LA,LOUISIANA,305980,75,11,,2,11/02/1975,8:45 PM,1,Derailment,3,1,1,0,,SYSTEM,HOPE SUBDIV,SAREPTA,55.5,22,LA,LOUISIANA,119.0,WEBSTER,5,65,4,Dark,3,Rain,1.0,Main,SINGLE MAIN TRACK,3,3.96,1.0,North,1.0,Freight Train,,24,30,Estimated,30,7798,,,IM,,,,,,,,,,LA,3319.0,69.0,Yes,LA,3319.0,69.0,Yes,,,No,3,0,0,0,0,0,0,0,0,0,62,0,41,0,1,6,0,2,0,0,41850,5000,46850,E21C,Center sill broken or bent,,,E21C,Center sill broken or bent,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Main,3,2,2,1,LA305980197511,LA305980197511,,,,LA,LOUISIANA,Not Assigned,,,,,,,,,,LA,LOUISIANA,Not Assigned,
78,RDG,Reading Company,1975,S215,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=RDGS21519751004,75,10,,,,,,RDG,Reading Company,S215,75,10,,4,10/04/1975,3:00 AM,1,Derailment,0,0,0,0,,??????,SYSTEMS,READING,56.0,42,PA,PENNSYLVANIA,11.0,BERKS,2,38,4,Dark,1,Clear,2.0,Yard,18 YARD,1,,4.0,West,7.0,Yard/switching,,2778,3,Estimated,3,0,,,N,,,,,,,,,,UTLX,25393.0,1.0,No,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6850,0,6850,H301,Car(s) shoved out and left out of clear,,,H301,Car(s) shoved out and left out of clear,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Yard,1,1L,1L,1,RDGS215197510,RDGS215197510,,,,RDG,Reading Company,Not Assigned,,,,,,,,,,RDG,Reading Company,Not Assigned,
79,LA,LOUISIANA,1975,309431,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=LA30943119751026,75,10,,,,,,LA,LOUISIANA,309431,75,10,,26,10/26/1975,8:20 AM,1,Derailment,0,0,0,0,,SYSTEM,SHREVEPORT SUBDIV,SHREVEPORT,561,22,LA,LOUISIANA,17.0,CADDO,5,50,2,Day,1,Clear,1.0,Main,INBOUND MAIN,3,11.19,1.0,North,1.0,Freight Train,,56,5,Estimated,5,4970,,,IMO,,,,,,,,,,KCS,649.0,1.0,,,,,,,,No,2,0,0,0,0,2,0,0,0,0,36,0,58,0,1,0,0,1,0,0,600,5242,5842,T307,Spring/power switch mechanism malfunction,,,T307,Spring/power switch mechanism malfunction,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Main,3,2,2,1,LA309431197510,LA309431197510,,,,LA,LOUISIANA,Not Assigned,,,,,,,,,,LA,LOUISIANA,Not Assigned,
80,CO,COLORADO,1975,AGR381,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=COAGR38119751002,75,10,,,,,,CO,COLORADO,AGR381,75,10,,2,10/02/1975,7:30 PM,1,Derailment,1,0,0,0,,MICHIG,MICHIGAN,GRAND RAPIDS,C3.2,26,MI,MICHIGAN,81.0,KENT,4,50,2,Day,1,Clear,2.0,Yard,YARD 8,1,,3.0,East,7.0,Yard/switching,,3,1,Estimated,1,0,,,N,,,,,,,,,,BN,560225.0,17.0,Yes,BN,560225.0,17.0,Yes,,,No,0,0,0,1,0,0,0,0,0,0,30,0,13,0,0,2,0,1,0,0,600,5400,6000,E64C,Worn flange,,,E64C,Worn flange,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Yard,1,1L,1L,1,COAGR381197510,COAGR381197510,,,,CO,COLORADO,Not Assigned,,,,,,,,,,CO,COLORADO,Not Assigned,
81,LA,LOUISIANA,1975,306317,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=LA30631719750916,75,9,,,,,,LA,LOUISIANA,306317,75,9,,16,09/16/1975,12:40 PM,1,Derailment,0,0,0,0,,SYSTEM,BATON ROUGE SUBDIV,BATON ROUGE,3210,22,LA,LOUISIANA,33.0,EAST BATON ROUGE,5,79,2,Day,2,Cloudy,1.0,Main,SINGLE MAIN TRACK,1,,2.0,South,7.0,Yard/switching,,4342,5,Estimated,5,0,,,N,,,,,,,,,,KCS,4880.0,17.0,Yes,,,,,,,No,1,0,0,0,0,0,0,0,0,0,1,0,24,0,1,0,0,2,0,0,4250,60,4310,M201,Load shifted,,,M201,Load shifted,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Main,1,2,2,1,LA306317197509,LA306317197509,,,,LA,LOUISIANA,Not Assigned,,,,,,,,,,LA,LOUISIANA,Not Assigned,
82,CO,COLORADO,1975,AWV723,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=COAWV72319750417,75,4,,,,,,CO,COLORADO,AWV723,75,4,,17,04/17/1975,2:30 AM,12,Other impacts,0,0,0,0,,WVIRGI,WEST VIRGINIA,SCOTT WVA,471,54,WV,WEST VIRGINIA,79.0,PUTNAM,2,50,4,Dark,2,Cloudy,1.0,Main,NO 2 MAIN TRACK,4,16.1,4.0,West,1.0,Freight Train,,4074,3,Estimated,3,17500,,,E,,,,,,,,,,,,,,CO,74341.0,40.0,Yes,,,,4,0,0,0,0,0,0,0,0,0,160,0,4,0,1,0,0,0,0,0,2000,0,2000,E22C,Draft sill broken or bent,,,E22C,Draft sill broken or bent,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Main,4,1L,1L,1,COAWV723197504,COAWV723197504,,,,CO,COLORADO,Not Assigned,,,,,,,,,,CO,COLORADO,Not Assigned,
83,CR,Conrail,1976,0910004,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CR091000419760813,76,8,,,,,,CR,Conrail,0910004,76,8,,13,08/13/1976,9:40 PM,1,Derailment,0,0,0,0,,??????,FORT WAYNE,FORT WAYNE,,18,IN,INDIANA,3.0,ALLEN,4,65,4,Dark,2,Cloudy,2.0,Yard,YARD LEAD 9,1,,4.0,West,7.0,Yard/switching,Yes,9127,4,Estimated,4,1620,,,N,,,,,,,,,,BN,231753.0,25.0,Yes,,,,,,,No,2,0,0,0,0,0,0,0,0,0,25,0,23,0,0,1,0,0,0,0,900,300,2645,M203,Overloaded car,,,M203,Overloaded car,1.0,0.0,1.0,2.0,5.0,40.0,5.0,40.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Yard,1,1L,1L,3,CR0910004197608,CR0910004197608,,Class 3,,CRSH,Consolidated Rail Corporation,Not Assigned,,,,,,,,Class 3,,CRSH,Consolidated Rail Corporation,Not Assigned,
84,CO,COLORADO,1976,ACF116,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=COACF11619760720,76,7,,,,,,CO,COLORADO,ACF116,76,7,,20,07/20/1976,12:30 PM,3,Rear end collision,0,0,0,0,,VIRGIN,VIRGINIA,CHARLOTTESVILLE VA,181,51,VA,VIRGINIA,3.0,ALBEMARLE,2,90,2,Day,1,Clear,2.0,Yard,MIDDLE DEPOT TRACK,,,3.0,East,7.0,Yard/switching,Yes,5896,10,Estimated,10,140,,,O,,,,,,,,,,CO,605663.0,4.0,No,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,3500,0,3500,H602,"Switching movement, excessive speed",,,H602,"Switching movement, excessive speed",1.0,0.0,1.0,3.0,5.0,30.0,5.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Yard,0,1L,1L,3,COACF116197607,COACF116197607,,,,CO,COLORADO,Not Assigned,,,,,,,,,,CO,COLORADO,Not Assigned,
85,CO,COLORADO,1976,ADT093,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=COADT09319760403,76,4,,,,,,CO,COLORADO,ADT093,76,4,,3,04/03/1976,4:30 AM,1,Derailment,0,0,0,0,,MICHIG,MICHIGAN,ROUGEMERE YARD,,26,MI,MICHIGAN,163.0,WAYNE,4,27,4,Dark,1,Clear,2.0,Yard,8,3,,3.0,East,1.0,Freight Train,Yes,244,4,Estimated,4,1080,,,N,,,,,,,,,,IC,522010.0,21.0,Yes,IC,522010.0,21.0,Yes,,,,3,0,0,0,0,0,0,0,0,0,22,0,5,0,1,4,0,0,0,0,1150,4226,5376,E64C,Worn flange,E64C,Worn flange,E64C,Worn flange,1.0,0.0,1.0,2.0,9.0,0.0,9.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Yard,3,1L,1L,1,COADT093197604,COADT093197604,,,,CO,COLORADO,Not Assigned,,,,,,,,,,CO,COLORADO,Not Assigned,
86,BNSF,BNSF Railway Company,1997,TX0397106,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=BNSFTX039710619970329,97,3,,,,,,BNSF,BNSF Railway Company,TX0397106,97,3,,29,03/29/1997,1:00 PM,1,Derailment,1,1,0,0,,,TEXAS DEVISION,WOOD,33.1,48,TX,TEXAS,185.0,GRIMES,5,80,2,Day,2,Cloudy,1.0,Main,WOOD SIDING,1,,4.0,West,1.0,Freight Train,Yes,MTES,3,Estimated,3,6036,,,J,,,,,,,,,,PROX,98836.0,52.0,Yes,,,0.0,,,,No,4,0,0,0,0,0,0,0,0,0,48,0,43,0,0,1,0,0,0,0,400,100000,100400,T102,Cross level of track irregular (not at joints),,,T102,Cross level of track irregular (not at joints),1.0,0.0,1.0,,8.0,35.0,8.0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,DERAILED ONE TANK CAR IN SIDING.NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Main,1,1,1,1,BNSFTX0397106199703,BNSFTX0397106199703,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,,,,,,,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,
87,CALA,"Carolina Southern Railroad Company, The",1997,021197,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CALA02119719970211,97,2,,,,,,CALA,"Carolina Southern Railroad Company, The",021197,97,2,,11,02/11/1997,8:50 PM,1,Derailment,0,0,0,0,,SYSTEM,SYSTEM,CHADBOURN,299.0,37,NC,NORTH CAROLINA,47.0,COLUMBUS,3,55,4,Dark,1,Clear,1.0,Main,SINGLE MAIN TRACK,2,,2.0,South,1.0,Freight Train,Yes,950,8,Estimated,8,100,,,KL,,,,,,,,,,CSXT,349807.0,71.0,Yes,,,0.0,,,,No,2,0,0,0,0,0,0,0,0,0,79,0,20,0,0,7,0,0,0,0,22000,30000,52000,T316,"Turnout frog (rigid) worn, or broken",,,T316,"Turnout frog (rigid) worn, or broken",1.0,0.0,1.0,0.0,4.0,50.0,4.0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Main,2,3L,3L,1,CALA021197199702,CALA021197199702,Shortline,Class 3,,CALA,"Carolina Southern Railroad Company, The",Not Assigned,,,,,,,Shortline,Class 3,,CALA,"Carolina Southern Railroad Company, The",Not Assigned,
88,SP,Southern Pacific Transportation Company,1977,89317,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=SP8931719770802,77,8,,,,,,OCE,"Oregon, California & Eastern Railway Company",26,77,8,,2,08/02/1977,3:10 AM,5,Raking collision,0,0,0,0,,OREGON,OREGON,KLAMATH FALLS,428.0,41,OR,OREGON,35.0,KLAMATH,8,75,4,Dark,1,Clear,2.0,Yard,SIDING OCE,,,,,6.0,Cut of cars,No,,0,,5,0,,,N,,,,,,,,,,ACFX,89381.0,,No,,,,,,,No,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,50,0,18000,H702,Switch improperly lined,,,H702,Switch improperly lined,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Yard,0,1L,1L,1,OCE26197708,SP89317197708,,Class 1,SMT-6 - UP/KCS,UP,Union Pacific Railroad Company,Union Pacific Railroad Company,,,,,,,,,,OCE,"Oregon, California & Eastern Railway Company",Not Assigned,
89,SCL,Seaboard Coast Line Railroad,1977,087710605,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=SCL08771060519770822,77,8,,,,,,SCL,Seaboard Coast Line Railroad,087710605,77,8,,22,08/22/1977,4:00 PM,1,Derailment,0,0,0,0,,??????,JAX TERMINALS,MONCRIEF YARD,A640,12,FL,FLORIDA,31.0,DUVAL,3,92,2,Day,1,Clear,2.0,Yard,C YARD 5,1,,2.0,South,7.0,Yard/switching,Yes,8,3,Estimated,3,0,,,NM,,,,,,,,,,LN,23266.0,2.0,Yes,,,,,,,No,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,2400,1000,3400,T222,Worn rail,,,T222,Worn rail,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Yard,1,1L,1L,1,SCL087710605197708,SCL087710605197708,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,,,,,,,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,
