,the_geom,OBJECTID,Rec_Type,Site_Num,Fac_Type,Loc_Id,Eff_Date,Region_Cod,Field_Offi,State_Post,State_Name,County,County_Pos,City,Fac_Name,Owner_Type,Fac_Use,Owner_Name,Owner_Addr,Owner_City,Owner_Phon,Manager_Na,Manager_Ad,Manager_Ci,Manager_Ph,Ref_Point_,Ref_Poin_1,Ref_Poin_2,Ref_Poin_3,Ref_Poin_4,Elevation,Elevation_,Mag_Var,Mag_Var_Ye,Pattern_Al,Sectional_,Dist_City_,Dir_City_T,Land_Area_,Boundary_A,Boundary_1,Boundary_2,Responsibl,Responsi_1,Responsi_2,Fss_On_Fac,Fss_Id,Fss_Name,Local_Phon,Toll_Free_,Alt_Fss_Id,Alt_Fss_Na,Toll_Fre_1,Notam_Wx_F,Notam_DSer,Activation,Status_Cod,Arff_Cert_,Npias_Fed_,Airspace_A,Intl_Custo,Intl_Cus_1,Mil_Joint_,Mil_Landin,Inspection,Agency_Ins,Last_Inspe,Last_Info_,Fuel_Types,Repair_Ser,Power_Plan,Bottled_Ox,Bulk_Oxyge,Lighting_S,Beacon_Lig,Atc_Tower,Unicom,Ctaf,Seg_Circle,Beacon_Col,Landing_Fe,Medical_Fa,Based_Sing,Based_Mult,Based_Jet_,Based_Heli,Based_Glid,Based_Mili,Based_Ultr,Commercial,Commuter_O,Air_Taxi_O,Ga_Local_O,Ga_Itinera,Mitary_Ops,Annual_Ops,Position_S,Position_1,Elevatio_1,Elevatio_2,Contract_F,Transient_,Other_Serv,Wind_Indic,Icao_Ident,Min_Op_Net,Filler
87,POINT (-155.66810722194833 20.001326944143642),4572,APT,52276.*A,AIRPORT,MUE,7/16/2020,AWP,HNL,HI,HAWAII,HAWAII,HI,KAMUELA,WAIMEA-KOHALA,PU,PU,STATE OF HAWAII AIRPORTS DIV,"400 RODGERS BLVD, SUITE 700","HONOLULU, HI 96819",808-838-8701,CHAUNCEY WONG YUEN,73-200 KUPIPI STREET,"KAILUA-KONA, HI 96740-2645",808-327-9520,20-00-04.7770N,072004.7770N,155-40-05.1860W,560405.1860W,E,2671.10009766,S,11E,1985.0,,HAWAIIAN ISLANDS,1.0,SW,90.0,ZHN,ZHN,HONOLULU CONTROL FACILITY,ZHN,ZHN,HONOLULU CONTROL FACILITY,N,HNL,HONOLULU,,1-800-WX-BRIEF,,,,MUE,Y,Apr-53,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,1142020.0,,,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,,122.9,Y,CG,N,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,2378.0,700.0,600.0,500.0,6/30/2016,NGS,,,,,TIE,,Y-L,PHMU,N,
88,POINT (-72.3389719438654 41.443987222247564),3054,APT,02804.02*A,AIRPORT,CT11,7/16/2020,ANE,NONE,CT,CONNECTICUT,MIDDLESEX,CT,EAST HADDAM,DEVILS HOPYARD FIELD,PR,PR,KEVIN C. MAZER,72 SALEM ROAD,"LYME, CT 06371",860-434-8022,KEVIN C. MAZER,72 SALEM ROAD,"LYME, CT 06371",860-434-8022,41-26-38.3540N,149198.3540N,072-20-20.2990W,260420.2990W,E,125.0,E,14W,1985.0,,NEW YORK,,,,ZBW,ZCB,BOSTON,ZBW,ZCB,BOSTON,N,BDR,BRIDGEPORT,,1-800-WX-BRIEF,,,,,N,Jan-72,O,,,CONDITIONAL,,,,,2,N,,4142019.0,,NONE,NONE,,,,,N,,,N,,N,,2.0,,,,,,,,,,,,,,,,,,,,,Y,,N,
89,POINT (-84.7082513888914 31.43850861123127),4102,APT,03630.*A,AIRPORT,GA22,7/16/2020,ASO,ATL,GA,GEORGIA,CALHOUN,GA,ARLINGTON,JORDANS,PR,PR,JORDAN CROP CAIR,"BOX 72, 172 CHERRY RD","ARLINGTON, GA 29813",(229) 725-4864,BUDDIE JORDAN,122 PARK AVE.,"ARLINGTON, GA 03983",(229) 725-4975,31-26-18.6310N,113178.6310N,084-42-29.7050W,304949.7050W,E,250.0,E,01W,1985.0,,JACKSONVILLE,1.0,E,3.0,ZJX,ZCJ,JACKSONVILLE,ZJX,ZCJ,JACKSONVILLE,N,MCN,MACON,,1-800-WX-BRIEF,,,,,N,May-22,O,,,NOT ANALYZED,,,,,2,N,,2222016.0,,,,,,,,N,,,N,,N,,1.0,0.0,,,,,,,,,,,,,,,,,,,,Y,,N,
90,POINT (-85.07689166659631 34.34981305626358),4451,APT,03996.*A,AIRPORT,2GA8,7/16/2020,ASO,ATL,GA,GEORGIA,FLOYD,GA,SHANNON,SHANNON FLIGHT STRIP,PR,PR,FRED T FRICKS,P.O. BOX 503,"SHANNON, GA 30172",706-346-6501,FRED T FRICKS,P.O. BOX 503,"SHANNON, GA 30172",706-346-6501,34-20-59.3270N,123659.3270N,085-04-36.8100W,306276.8100W,E,677.0,E,02W,1985.0,,ATLANTA,1.0,NW,,ZTL,ZCT,ATLANTA,ZTL,ZCT,ATLANTA,N,MCN,MACON,,1-800-WX-BRIEF,,,,,N,Sep-75,O,,,CONDITIONAL,,,,,2,N,,8192011.0,,,,,,,,N,,,N,,N,,0.0,,,,,,2.0,,,,,,,,,,,,,,,Y,,N,
91,POINT (-81.58313138860282 29.44191694370615),3346,APT,03124.3*A,AIRPORT,28FL,7/16/2020,ASO,ORL,FL,FLORIDA,PUTNAM,FL,CRESENT CITY,JIM FINLAY FARM,PR,PR,"ERNEST F. HUBER, JR.",P.O. BOX 727 - 1584 C.R. 308,"CRESCENT CITY, FL 3112",305-226-7968,,,,,29-26-30.9010N,105990.9010N,081-34-59.2730W,293699.2730W,E,40.0,E,03W,1985.0,,JACKSONVILLE,3.0,N,,ZJX,ZCJ,JACKSONVILLE,ZJX,ZCJ,JACKSONVILLE,N,GNV,GAINESVILLE,,1-800-WX-BRIEF,,,,,N,Apr-81,O,,,CONDITIONAL,,,,,2,N,,5051992.0,,,,,,,,N,,,N,,N,,1.0,,,,,,,,,,,,,,,,,,,,,N,,N,
92,POINT (-156.3673602776828 63.001868055818335),761,APT,50925.1*A,AIRPORT,A77,7/16/2020,AAL,NONE,AK,ALASKA,KUSKOKWIM,AK,YANKEE CREEK,YANKEE CREEK 2,PR,PU,DOYON LIMITED,"1 DOYON PLACE, SUITE 300","FAIRBANKS, AK 99701-2941",907-459-2030,BEN MAGNUSON,,"MCGRATH, AK 99627",907-524-3640,63-00-06.7250N,226806.7250N,156-22-02.4970W,562922.4970W,E,1120.0,E,22E,1985.0,,MC GRATH,1.0,S,,ZAN,ZAN,ANCHORAGE,ZAN,ZAN,ANCHORAGE,N,ENA,KENAI,907-283-7211,1-866-864-1737,,,,ENA,Y,Aug-62,O,,,NOT ANALYZED,N,N,N,N,S,C,6112019.0,,,NONE,NONE,NONE,NONE,,,N,,122.9,N,,N,,,,,,,,,,,,,0.0,,12/31/2018,,,,,,,CARGO,,,N,
93,POINT (-82.44938888864007 27.915444444263255),4006,APT,03519.*A,AIRPORT,TPF,7/16/2020,ASO,ORL,FL,FLORIDA,HILLSBOROUGH,FL,TAMPA,PETER O KNIGHT,PU,PU,HILLSBOROUGH COUNTY AVIATION AUTH,PO BOX 22287,"TAMPA, FL 33622",(813) 870-8776,BRETT FAY,PO BOX 22287,"TAMPA, FL 33606",(813) 870-8735,27-54-55.6000N,100495.6000N,082-26-57.8000W,296817.8000W,E,7.4000001,S,05W,2010.0,900.0,MIAMI,3.0,S,107.0,ZMA,ZCR,MIAMI,ZMA,ZCR,MIAMI,N,PIE,SAINT PETERSBURG,,1-800-WX-BRIEF,,,,TPF,Y,Apr-40,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,12132017.0,,100LLA,MAJOR,MAJOR,LOW,HIGH/LOW,SEE RMK,SS-SR,N,122.725,122.725,Y-L,CG,N,,85.0,5.0,0.0,8.0,0.0,0.0,0.0,,,3800.0,21000.0,29000.0,,12/13/2017,3RD PARTY SURVEY,4/18/2016,3RD PARTY SURVEY,4/18/2016,,"HGR,TIE","AVNCS,CHTR,INSTR,RNTL",Y-L,KTPF,N,
94,POINT (-104.70111111130115 38.15141111100702),2922,APT,02707.33*A,AIRPORT,80CO,7/16/2020,ANM,DEN,CO,COLORADO,PUEBLO,CO,PUEBLO,SIMONSON FIELD,PR,PR,JEFF SIMONSON,3759 EAGLE RANCH RD,"PUEBLO, CO 81004",719-252-2432,JEFF SIMONSON,3759 EAGLE RANCH RD,"PUEBLO, CO 81004",719-252-2432,38-09-05.0800N,137345.0800N,104-42-04.0000W,376924.0000W,E,5130.0,E,,,,,6.0,S,40.0,ZDV,ZCD,DENVER,ZDV,ZCD,DENVER,,DEN,DENVER,,1-800-WX-BRIEF,,,,,,Sep-04,O,,,NO OBJECTION,,,,,2,N,,6012019.0,,,,,,,,N,,,,,,,1.0,,,,,,,,,,,,,,FAA-EST IMAGERY,1/11/2016,OWNER,10/20/2003,,,,Y,,N,
95,POINT (-87.83340277811267 42.37769999983447),5858,APT,05052.12*H,HELIPORT,7LL2,7/16/2020,AGL,CHI,IL,ILLINOIS,LAKE,IL,WAUKEGAN,VISTA MEDICAL CENTER-EAST,PR,PR,WAUKEGAN ILLINOIS HOSPITAL COMPANY,"7100 COMMERCE WAY, SUITE 100","BRENTWOOD, TN 37027",615-465-7000,ED FITZGERALD,1324 N SHERIDAN RD,"847-360-4178, IL 60085",847-360-4277,42-22-39.7200N,152559.7200N,087-50-00.2500W,316200.2500W,E,624.0,E,01W,1985.0,,CHICAGO,0.0,N,,ZAU,ZCG,CHICAGO,ZAU,ZCG,CHICAGO,N,IKK,KANKAKEE,,1-800-WX-BRIEF,,,,,N,Dec-73,O,,,CONDITIONAL,,,,,2,N,,9072019.0,,NONE,NONE,,,SEE RMK,SEE RMK,N,,,Y,CGY,N,Y,,,,,,,,,,,,,,,FAA-EST IMAGERY,6/26/2016,,,,,,Y-L,,N,
96,POINT (-81.85769444384316 32.56230555562535),4465,APT,04017.03*A,AIRPORT,03GA,7/16/2020,ASO,NONE,GA,GEORGIA,BULLOCH,GA,STATESBORO,HIA,PR,PR,RICHARD AND ELDONNA HILDE,5030 TWO CHOP ROAD,"STATESBORO, GA 30461",912-865-2053,RICHARD AND ELDONNA HILDE,5030 TWO CHOP ROAD,"STATESBORO, GA 30461",912-865-2053,32-33-44.3000N,117224.3000N,081-51-27.7000W,294687.7000W,E,238.0,E,,,,ATLANTA,8.0,NW,85.0,ZJX,ZCJ,JACKSONVILLE,ZJX,ZCJ,JACKSONVILLE,,MCN,MACON,,1-800-WX-BRIEF,,,,,,Aug-16,O,,,CONDITIONAL,,,,,,N,,3142019.0,100LL,,,,,,,N,,,,,,,3.0,,,,,,,,,,,,,,OWNER,6/18/2016,OWNER,6/18/2016,,,,Y,,N,
97,POINT (-120.64816666688824 38.14611111124895),2342,APT,02141.11*A,AIRPORT,CPU,7/16/2020,AWP,SFO,CA,CALIFORNIA,CALAVERAS,CA,SAN ANDREAS,CALAVERAS CO-MAURY RASMUSSEN FIELD,PU,PU,COUNTY OF CALAVERAS,GOVERNMENT CENTER,"SAN ANDREAS, CA 95249",209-736-2501,KATHY ZANCANELLA,PO BOX 112,"SAN ANDREAS, CA 95249-0815",209-736-2501,38-08-46.0000N,137326.0000N,120-38-53.4000W,434333.4000W,E,1327.90002441,S,15E,1995.0,,SAN FRANCISCO,4.0,SE,93.0,ZOA,ZCO,OAKLAND,ZOA,ZCO,OAKLAND,N,RIU,RANCHO MURIETA,,1-800-WX-BRIEF,,,,RIU,Y,Nov-81,O,,NGY,,,,,Y,S,S,7242019.0,,100LL,MAJOR,MAJOR,,,SEE RMK,SS-SR,N,123.0,123.0,Y,CG,N,,23.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,15000.0,17000.0,,12/31/2018,3RD PARTY SURVEY,4/8/2017,3RD PARTY SURVEY,4/8/2017,,TIE,"INSTR,RNTL",Y-L,KCPU,N,
98,POINT (-161.92630583331044 65.90765805616135),102,APT,50075.1*A,AIRPORT,AK75,7/16/2020,AAL,NONE,AK,ALASKA,UNORGANIZED,AK,CANDLE,CANDLE 2,PR,PR,ELITE PORTFOLIO LLC,50 WEST BROADWAY SUITE 900,"SALT LAKE CITY, UT 84101",801-983-2180,DAVID THACKER,50 WEST BROADWAY SUITE 900,"SALT LAKE CITY, UT 84101",801-455-5200,65-54-27.5690N,237267.5690N,161-55-34.7010W,582934.7010W,E,15.0,E,20E,1985.0,,NOME,0.0,NE,,ZAN,ZAN,ANCHORAGE,ZAN,ZAN,ANCHORAGE,,OTZ,KOTZEBUE,907-442-3310,1-800-478-7460,FAI,FAIRBANKS,1-866-248-6516,,N,Jul-51,O,,,NOT ANALYZED,,,,,2,C,7171992.0,8212006.0,,,,,,,,N,,,N,,,,,,,,,,,,,300.0,,150.0,,7/17/1992,,,,,,,,Y,,N,
99,POINT (-122.51073055594735 38.54849999989077),2337,APT,02132.*H,HELIPORT,CL39,7/16/2020,AWP,SFO,CA,CALIFORNIA,NAPA,CA,ST HELENA,NAPA COUNTY FIRE DEPT,PU,PR,NAPA COUNTY FIRE DEPT.,1199 BIG TREE ROAD,"ST. HELENA, CA 94574",(707) 299-1460,SHANA JONES,1199 BIG TREE ROAD,"ST. HELENA, CA 94574",707-967-1400,38-32-54.6000N,138774.6000N,122-30-38.6300W,441038.6300W,E,308.0,S,16E,2000.0,,SAN FRANCISCO,3.0,N,,ZOA,ZCO,OAKLAND,ZOA,ZCO,OAKLAND,,OAK,OAKLAND,,1-800-WX-BRIEF,,,,FDC,,Jun-00,O,,,CONDITIONAL,,,,,2,N,,4132019.0,,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,OWNER,4/19/1999,OWNER,4/19/1999,,,,,,N,
